Cust_No,Gender,Title,City,County,Country,Occupation,Manufacture,OS,Tarriff,Tarriff_Type,Payment_Method,Contract_Length,AVG_of_Bill_Amount,AVG_of_OOB_Total_Charge,AVG_of_OOB_Amount_to_Total_Amoun,AVG_of_Voice_Usage,AVG_of_SMS_Usage,AVG_of_Data_Usage,Age,Churn_Fl
1004739,female,Ms.,Newbury,Berkshire,England,Smoke jumper,Nokia,Proprietary,Red Essentials Premium,Post-Pay,DD,18,70.311,5.31217506,0.073195206,665.71,919.411,5545.428,41,0
1004740,male,Mr.,Banbridge,County Down,Northern Ireland,Timber cutting and logging worker,Motorola,Android OS,Red Essentials,Post-Pay,DD,24,52.191,2.190657025,0.039914359,225.339,405.725,2827.718,39,0
1004741,female,Ms.,Kelty,Fife,Scotland,Ophthalmologic sonographer,Google,Android OS,Red,Post-Pay,DD,24,37.02,2.019747154,0.054072745,117.364,129.487,559.4929,46,1
1004742,male,Mr.,Pittenweem,Fife,Scotland,Yoga instructor,HTC,Android OS,Red Essentials Premium,Post-Pay,CC,18,74.625,9.624987687,0.127925672,473.885,711.745,7290.07,25,0
1004743,male,Mr.,Newbridge Drive,Dumfries and Galloway,Scotland,Roofer,Nokia,Proprietary,Red Premium,Post-Pay,DD,18,47.398,2.398187129,0.050514063,153.065,286.973,1344.191,38,0
1004744,female,Mrs.,Falkirk,Falkirk,Scotland,Concierge,Samsung,Android OS,Red Essentials,Post-Pay,CC,24,52.277,2.278337713,0.040692066,276.909,340.207,3106.759,40,0
1004745,male,Mr.,Egremont,Cumbria,England,Lathe and turning machine tool setter,Apple,iOS,Red Essentials,Post-Pay,DD,24,59.975,9.975488015,0.165353232,308.248,497.724,4693.284,34,0
1004746,female,Ms.,Olney,Buckinghamshire,England,Sewer,Motorola,Proprietary,Red Premium,Post-Pay,CC,18,48.536,3.535489861,0.07254801,226.696,302.135,1137.773,74,1
1004747,female,Ms.,Anstruther,Fife,Scotland,Legal assistant,Google,Android OS,Red Essentials,Post-Pay,DD,24,53.926,3.923815369,0.070929223,445.758,490.756,3399.514,28,0
1004748,female,Ms.,Kirkcudbright,Dumfries and Galloway,Scotland,High school counselor,Nokia,Proprietary,Red Essentials,Post-Pay,DD,24,50.753,0.753879003,0.014385364,329.2,448.618,2324.521,29,0
1004749,male,Mr.,St Just,Cornwall,England,Customs inspector,Apple,iOS,Red Super  Premium,Post-Pay,DD,18,121.19,21.18954352,0.172827097,803.758,1228.16,11227.06,44,0
1004750,male,Mr.,Thornhill,Dumfries and Galloway,Scotland,Metal pourer,HTC,Android OS,Red,Post-Pay,DD,24,35.816,0.814963896,0.022680807,81.8102,124.095,712.7154,43,0
1004751,male,Mr.,Stanley,County Durham,England,Layout artist,Samsung,Android OS,Red,Post-Pay,DD,24,36.637,1.636699723,0.044622126,78.693,121.47,825.4767,39,0
1004754,female,Ms.,Enniskillen,County Fermanagh,Northern Ireland,Scientific illustrator,Samsung,Android OS,Red,Post-Pay,CC,24,36.419,1.418133323,0.038765308,107.724,122.568,690.793,32,0
1004755,female,Ms.,Monifieth,Angus,Scotland,U.S. Deputy Marshal,HTC,Android OS,Red Premium,Post-Pay,DD,18,46.576,1.575860664,0.033201617,218.217,245.338,1090.43,39,0
1004756,male,Mr.,Methil,Fife,Scotland,Reactor operator,LG,Proprietary,Red Essentials,Post-Pay,CC,24,53.117,3.11608306,0.055789197,227.136,384.954,3000.516,40,0
1004757,female,Ms.,Arbroath,Angus,Scotland,Fire fighter,Samsung,Proprietary,Red Essentials Premium,Post-Pay,DD,18,77.379,12.38017563,0.158486744,653.063,711.303,6695.547,40,0
1004758,male,Mr.,Westhill,Aberdeenshire,Scotland,Cargo and freight agent,LG,Proprietary,Red Essentials,Post-Pay,DD,24,56.222,6.22319436,0.109465127,315.263,484.202,4223.774,21,0
1004759,female,Mrs.,Carlisle,Cumbria,England,Diesel train engineer,Samsung,Proprietary,Red Essentials,Post-Pay,DD,24,56.294,6.293399989,0.111190047,442.305,484.42,3907.15,15,0
1004760,female,Mrs.,Tayport,Fife,Scotland,Office helper,Apple,iOS,Red,Post-Pay,CC,24,35.674,0.674165221,0.018489685,82.0135,93.3718,450.9533,54,1
1004761,male,Mr.,Marazion,Cornwall,England,Digital electronic prepress worker,Motorola,Android OS,Red Essentials Premium,Post-Pay,DD,18,75.112,10.11182296,0.132520204,478.685,868.971,7126.855,55,0
1004762,female,Mrs.,Moffat,Dumfries and Galloway,Scotland,Sales worker supervisor,HTC,Android OS,Red,Post-Pay,DD,24,35.755,0.755600918,0.02107714,109.043,119.227,538.7133,36,0
1004763,male,Mr.,Padstow,Cornwall,England,Nursery worker,Samsung,Android OS,Red Essentials Premium,Post-Pay,DD,18,78.819,13.8187994,0.172834179,481.854,736.705,8102.853,30,0
1004764,male,Mr.,Consett,County Durham,England,Deck officer,Samsung,Android OS,Red Essentials Premium,Post-Pay,DD,18,72.493,7.492182862,0.097427179,332.932,543.34,5775.159,58,0
1004766,male,Mr.,Kirriemuir,Angus,Scotland,Automotive glass installer,Nokia,Proprietary,Red,Post-Pay,DD,24,36.144,1.143891811,0.031514487,79.9043,149.014,674.7873,42,0
1004768,female,Mrs.,Oldmeldrum,Aberdeenshire,Scotland,Ratings analyst,LG,Proprietary,Red Essentials Premium,Post-Pay,CC,18,67.387,2.387476682,0.033937832,474.271,584.742,4260.612,34,0
1004769,male,Mr.,Newbury,Berkshire,England,Weigher,Samsung,Android OS,Red Essentials Premium,Post-Pay,DD,18,82.084,17.0839958,0.206512238,486.621,734.836,8309.676,40,0
1004771,male,Mr.,Downpatrick,County Down,Northern Ireland,Criminal lawyer,Apple,iOS,Red Essentials Premium,Post-Pay,DD,18,89.715,24.71666459,0.272390717,528.048,759.528,7569.655,45,1
1004772,male,Mr.,Nantwich,Cheshire,England,Dance captain,Google,Android OS,Red,Post-Pay,DD,24,35.423,0.422798938,0.011731877,59.2543,93.684,546.9326,69,0
1004773,female,Ms.,Runcorn,Cheshire,England,Deckhand,Nokia,Proprietary,Red Essentials Premium,Post-Pay,DD,18,71.978,6.979038252,0.095442431,667.413,902.958,5691.076,37,0
1004774,male,Mr.,Stanley,County Durham,England,Relay technician,Samsung,Android OS,Red,Post-Pay,CC,24,36.395,1.39554574,0.038235791,80.9528,122.145,823.0927,33,0
1004775,female,Mrs.,Newport Pagnell,Buckinghamshire,England,Amusement and recreation attendant,Samsung,Proprietary,Red Premium,Post-Pay,DD,18,47.823,2.822951914,0.058629445,223.368,241.073,1290.939,30,0
1004776,male,Mr.,Northstowe,Cambridgeshire,England,Industrial property manager,Google,Android OS,Red,Post-Pay,DD,24,35.206,0.203320366,0.005723802,58.8993,94.7023,445.3308,35,0
1004777,male,Mr.,Dunstable,Bedfordshire,England,Typesetting machine operator,Nokia,Symbian OS ,Red Premium,Post-Pay,DD,18,46.798,1.797811074,0.038112086,158.664,294.286,1362.572,57,0
1004778,male,Mr.,Newbury,Berkshire,England,Personnel manager,Samsung,Proprietary,Red Super,Post-Pay,DD,24,92.187,17.18643732,0.182806545,634.829,960.842,9405.935,49,0
1004779,female,Mrs.,Marazion,Cornwall,England,Auditing clerk,ZTE,Android OS,Red Essentials Premium,Post-Pay,DD,18,71.363,6.362388669,0.087918473,657.703,751.317,5447.163,49,0
1004780,female,Ms.,Beaconsfield,Buckinghamshire,England,Paving equipment operator,HTC,Android OS,Red Essentials,Post-Pay,DD,24,50,0,0,361.843,402.566,2309.326,38,1
1004781,male,Mr.,Harrington,Cumbria,England,Prison guard,ZTE,Android OS,Red Essentials Premium,Post-Pay,DD,18,77.487,12.48695182,0.159784799,486.773,728.993,7467.948,45,0
1004782,female,Mrs.,Stanley,County Durham,England,Colorist,Samsung,Android OS,Red Essentials Premium,Post-Pay,DD,18,76.375,11.37500563,0.146007308,654.495,712.543,6690.018,37,0
1004783,female,Mrs.,Newton Aycliffe,County Durham,England,Glazier,Samsung,Proprietary,Red Essentials Premium,Post-Pay,DD,18,75.402,10.40227341,0.134928843,673.649,724.958,6839.759,69,0
1004784,male,Mr.,Padstow,Cornwall,England,Computer aide,HTC,Android OS,Red Essentials,Post-Pay,DD,24,51.05,1.049012968,0.019427222,228.353,357.167,3311.427,49,0
1004785,female,Mrs.,Arlesey,Bedfordshire,England,Residential electrician,HTC,Android OS,Red,Post-Pay,DD,24,35.782,0.781939312,0.021647243,107.668,124.548,543.3118,37,0
1004786,female,Mrs.,Maryport,Cumbria,England,Sewing machine operator,Samsung,Android OS,Red Premium,Post-Pay,DD,18,47.375,2.374966642,0.049926575,217.896,242.143,1307.523,31,0
1004787,female,Mrs.,Saltash,Cornwall,England,Screen printing machine operator,Nokia,Proprietary,Red Essentials,Post-Pay,DD,24,54.306,4.30459752,0.078191989,433.907,577.359,3132.492,74,0
1004788,male,Dr.,Falkirk,Falkirk,Scotland,Milling and planing machine operator,Apple,iOS,Red,Post-Pay,CC,24,35.656,0.655844785,0.018283879,51.2677,97.7517,572.3936,22,1
1004789,male,Mr.,Beaconsfield,Buckinghamshire,England,Stock broker,LG,Proprietary,Red Essentials,Post-Pay,DD,24,56.979,6.979489401,0.121216204,316.072,480.076,4281.722,29,0
1004790,male,Mr.,Carlisle,Cumbria,England,Sociologist,Apple,iOS,Red Premium,Post-Pay,CC,18,48.141,3.13961593,0.064863372,155.087,244.481,1639.521,53,0
1004791,female,Ms.,Wixams,Bedfordshire,England,Keypunch operator,Nokia,Proprietary,Red Super,Post-Pay,DD,24,82.275,7.273403924,0.083535634,843.963,1122.22,6697.32,21,0
1004792,male,Mr.,Broughton in Furness,Cumbria,England,Management development specialist,Apple,iOS,Red Essentials,Post-Pay,DD,24,53.63,3.629429633,0.064090475,232.59,352.77,3367.462,44,0
1004793,male,Mr.,Fowey,Cornwall,England,Hairdresser,Samsung,Android OS,Red Premium,Post-Pay,DD,18,48.021,3.020682207,0.06259359,160.147,238.648,1565.439,28,0
1004794,male,Mr.,Airth,Falkirk,Scotland,Checker,Samsung,Proprietary,Red Super,Post-Pay,DD,24,102.57,27.5716529,0.265176669,705.583,1009.45,9862.747,28,1
1004795,male,Mr.,Egremont,Cumbria,England,Senior reactor operator,Nokia,MeeGo OS,Red Essentials,Post-Pay,DD,24,57.051,7.050856089,0.122739548,329.551,584.48,4227.95,32,0
1004796,male,Mr.,Greater Willington,County Durham,England,Extruding forming pressing and compacting machine setter,HTC,Android OS,Red Essentials Premium,Post-Pay,DD,18,67.968,2.967071988,0.039905624,355.764,507.668,5212.445,45,0
1004798,male,Mr.,Aylesbury,Buckinghamshire,England,Product development manager,Nokia,Symbian OS ,Red Essentials Premium,Post-Pay,CC,18,75.394,10.39503175,0.136133256,485.294,879.4,7498.425,50,0
1004799,male,Mr.,Chatteris,Cambridgeshire,England,Transmission engineer,Nokia,Proprietary,Red Essentials,Post-Pay,DD,24,55.173,5.172067978,0.092449935,315.36,586.249,4230.021,30,0
1004800,male,Mr.,Princes Risborough,Buckinghamshire,England,Development specialist,Apple,iOS,Red Essentials Premium,Post-Pay,DD,18,75.789,10.78746998,0.125241213,391.585,527.355,5506.916,48,1
1004801,female,Mrs.,Aylesbury,Buckinghamshire,England,Defense attorney,Samsung,Android OS,Red Premium,Post-Pay,DD,18,48.393,3.392894936,0.069723305,214.554,237.089,1301.738,47,0
1004802,male,Mr.,Macclesfield,Cheshire,England,Staff development director,Samsung,Proprietary,Red Premium,Post-Pay,DD,18,47.68,2.680723393,0.055986877,161.592,252.149,1637.502,66,0
1004805,male,Mr.,Padstow,Cornwall,England,Dance captain,Nokia,Microsoft,Red Essentials Premium,Post-Pay,DD,18,75.073,10.07357532,0.132590418,463.593,872.741,7067.251,20,0
1004806,female,Ms.,Newbury,Berkshire,England,Heat treating equipment tender,HTC,Android OS,Red Essentials,Post-Pay,CC,24,61.943,11.94098912,0.190810258,464.283,510.289,3391.56,40,1
1004807,male,Mr.,Egremont,Cumbria,England,Job placement specialist,Samsung,Proprietary,Red Essentials Premium,Post-Pay,DD,18,82.938,17.93746396,0.214097233,498.218,738.122,8264.388,56,0
1004808,female,Ms.,Callington,Cornwall,England,Dispatcher,Nokia,Proprietary,Red Essentials Premium,Post-Pay,DD,18,66.378,1.376270611,0.019779075,503.086,653.718,3663.151,23,0
1004809,female,Ms.,Newlyn,Cornwall,England,Music arranger,Nokia,Symbian OS ,Red Premium,Post-Pay,CC,18,46.451,1.451002156,0.031005168,220.037,297.225,1149.617,31,0
1004810,male,Mr.,Greater Willington,County Durham,England,Electromechanical equipment assembler,HTC,Android OS,Red Essentials,Post-Pay,DD,24,55.773,5.771710756,0.102619587,320.028,484.629,4126.96,23,0
1004811,female,Ms.,Porthleven,Cornwall,England,Construction electrician,LG,Proprietary,Red Premium,Post-Pay,DD,18,46.371,1.370186501,0.029188294,217.091,239.707,1093.251,47,0
1004812,female,Ms.,Saltash,Cornwall,England,Bench jeweler,ZTE,Android OS,Red Super,Post-Pay,DD,24,76.223,1.223671238,0.015611045,673.404,652.187,4494.301,47,0
1004814,male,Mr.,March,Cambridgeshire,England,Adult secondary education teacher,Samsung,Android OS,Red Essentials Premium,Post-Pay,DD,18,79.346,14.34592015,0.179463784,466.248,715.34,8519.923,20,0
1004815,female,Mrs.,Ferryhill,County Durham,England,Loan clerk,Nokia,Symbian OS ,Red,Post-Pay,DD,24,35.798,0.799158022,0.022235614,111.49,148.045,590.2133,35,0
1004816,female,Ms.,Newbury,Berkshire,England,Edition binding worker,Motorola,Android OS,Red,Post-Pay,DD,24,35.106,0.106734519,0.003015366,74.0131,106.362,358.8514,43,0
1004817,female,Ms.,Beaconsfield,Buckinghamshire,England,Human resources manager,Samsung,Proprietary,Red Essentials,Post-Pay,DD,24,58.231,8.232101681,0.14028461,438.653,483.127,3995.115,32,0
1004818,female,Ms.,Chatteris,Cambridgeshire,England,Forest fire inspector,Apple,iOS,Red Premium,Post-Pay,DD,18,47.862,2.861033489,0.059351202,218.542,240.237,1337.706,27,0
1004820,female,Ms.,Greater Willington,County Durham,England,Chemist,Nokia,Proprietary,Red Premium,Post-Pay,DD,18,45.443,0.443472673,0.009604693,153.281,223.866,940.6184,55,0
1004821,female,Ms.,Winslow,Buckinghamshire,England,Radiation protection technician,LG,Proprietary,Red,Post-Pay,DD,24,35.784,0.783343149,0.02169469,110.371,118.305,560.8808,31,0
1004822,female,Mrs.,Northstowe,Cambridgeshire,England,Clergy,LG,Proprietary,Red,Post-Pay,CC,24,35.754,0.754990842,0.020986112,112.802,121.257,551.2717,21,0
1004824,female,Ms.,Dollar,Clackmannanshire,Scotland,Insurance underwriter,Apple,iOS,Red Super  Premium,Post-Pay,DD,18,104.87,4.874747273,0.043415093,787.375,1076.05,7592.482,38,0
1004825,female,Ms.,Sanquhar,Dumfries and Galloway,Scotland,Greeter,Samsung,Android OS,Red Essentials,Post-Pay,DD,24,57.203,7.202442375,0.12456297,447.238,493.233,4028.17,30,0
1004826,female,Ms.,Dalbeattie,Dumfries and Galloway,Scotland,Revenue officer,HTC,Android OS,Red Essentials Premium,Post-Pay,DD,18,69.703,4.702742153,0.065685224,646.501,739.834,5587.647,23,0
1004828,female,Ms.,Billingham,County Durham,England,Blockmason,Motorola,Android OS,Red Essentials Premium,Post-Pay,DD,18,66.299,1.298137413,0.018666082,601.308,678.295,4009.227,51,0
1004829,female,Ms.,Torpoint,Cornwall,England,Insurance manager,Apple,iOS,Red,Post-Pay,CC,24,36.303,1.302732592,0.035695936,109.875,122.415,644.3426,53,0
1004830,male,Mr.,Westhill,Aberdeenshire,Scotland,Edition binding worker,Nokia,Symbian OS ,Red Premium,Post-Pay,CC,18,46.971,1.970012884,0.041738738,159.444,288.349,1411.661,69,0
1004831,male,Mr.,Brora,Highlands,Scotland,Brazing worker,Motorola,Proprietary,Red Essentials,Post-Pay,DD,24,55.813,5.814161555,0.102351263,303.992,578.895,3966.217,43,0
1004832,male,Mr.,Leuchars,Fife,Scotland,Payroll specialist,Samsung,Android OS,Red Essentials,Post-Pay,DD,24,56.743,6.743294926,0.11462334,206.423,363.793,3506.965,40,0
1004833,male,Mr.,Newbridge Drive,Dumfries and Galloway,Scotland,Semiconductor assembler,Motorola,Android OS,Red Essentials,Post-Pay,DD,24,57.133,7.133298179,0.124413133,331.554,581.302,3985.898,42,0
1004834,female,Mrs.,Wormit,Fife,Scotland,Marking and identification printing machine operator,Samsung,Android OS,Red Premium,Post-Pay,DD,18,47.87,2.870808271,0.059674274,216.545,242.658,1283.05,24,0
1004835,female,Mrs.,Aylesbury,Buckinghamshire,England,Chief executive,Nokia,Symbian OS ,Red Premium,Post-Pay,DD,18,46.654,1.654631716,0.034914437,218.888,292.314,1070.072,39,0
1004836,male,Mr.,Bowness on Windermere,Cumbria,England,Hand compositor,LG,Proprietary,Red Premium,Post-Pay,DD,18,45.386,0.386450723,0.008361352,122.704,174.796,926.1447,44,0
1004838,male,Mr.,Glenrothes,Fife,Scotland,Justice of the peace,Motorola,Proprietary,Red Essentials,Post-Pay,DD,24,55.914,5.915249893,0.104985993,322.154,582.673,4400.362,55,0
1004839,female,Mrs.,Bonnybridge,Falkirk,Scotland,Environmental hydrologist,Nokia,Microsoft,Red Premium,Post-Pay,DD,18,46.129,1.128054478,0.024144468,216.641,293.632,1114.85,52,0
1004840,male,Mr.,Torpoint,Cornwall,England,Tow truck dispatcher,LG,Proprietary,Red Essentials,Post-Pay,DD,24,53.678,3.678284927,0.064969777,211.452,410.246,2916.39,32,0
1004842,female,Mrs.,Dunmore,Falkirk,Scotland,Independent insurance agent,Samsung,Proprietary,Red Premium,Post-Pay,DD,18,48.284,3.283854411,0.067576333,218.496,239.409,1343.217,33,0
1004844,male,Mr.,Pitcoudie,Fife,Scotland,Liquid waste treatment plant and system operator,Samsung,Proprietary,Red Essentials,Post-Pay,DD,24,53.734,3.733945678,0.065225813,227.715,368.45,3566.875,19,0
1004845,female,Mrs.,Newbridge Drive,Dumfries and Galloway,Scotland,Coache,Motorola,Android OS,Red Essentials Premium,Post-Pay,DD,18,70.153,5.153573003,0.071773196,675.458,868.824,5269.947,19,0
1004846,male,Mr.,Fowey,Cornwall,England,Toolmaker,Apple,iOS,Red Essentials Premium,Post-Pay,CC,18,80.215,15.21537436,0.186727312,477.917,724.774,7971.188,29,0
1004847,male,Mr.,Greater Willington,County Durham,England,Instructional coordinator,Nokia,Proprietary,Red Essentials Premium,Post-Pay,DD,18,75.425,10.42599919,0.136682615,462.732,907.592,6459.9,41,0
1004848,female,Mrs.,Newport on Tay,Fife,Scotland,Brattice builder,Samsung,Android OS,Red Essentials Premium,Post-Pay,DD,18,67.494,2.493950954,0.034789503,445.526,541.612,5689.006,23,0
1004849,female,Dr.,Dunstable,Bedfordshire,England,Cutter,Nokia,Symbian OS ,Red,Post-Pay,DD,24,35.827,0.826124434,0.022906092,106.236,146.528,573.6796,34,0
1004850,female,Mrs.,Runcorn,Cheshire,England,Pest control worker,Apple,iOS,Red,Post-Pay,CC,24,37.344,2.342565992,0.062333897,116.456,123.257,654.9166,27,1
1004851,male,Mr.,Westhill,Aberdeenshire,Scotland,Snowmobile mechanic,Nokia,Symbian OS ,Red Essentials Premium,Post-Pay,DD,18,74.711,9.710991586,0.127988947,468.16,873.295,7082.957,29,0
1004852,male,Mr.,Bonnybridge,Falkirk,Scotland,Funeral attendant,Samsung,Android OS,Red Essentials Premium,Post-Pay,DD,18,71.038,6.037926694,0.075673935,358.37,533.954,6715.239,19,0
1004853,female,Mrs.,Auchtermuchty,Fife,Scotland,Resort desk clerk,Nokia,Proprietary,Red Essentials,Post-Pay,DD,24,54.055,4.054911596,0.073294253,438.673,604.283,3189.632,59,0
1004854,female,Ms.,Airth,Falkirk,Scotland,Sports trainer,Nokia,Symbian OS ,Red Premium,Post-Pay,DD,18,46.523,1.523849916,0.032492492,218.356,293.334,1089.089,66,0
1004855,female,Dr.,Bowness on Windermere,Cumbria,England,Reservation agent,Nokia,Proprietary,Red Premium,Post-Pay,DD,18,46.449,1.449994817,0.030778278,213.464,299.26,1144.839,45,0
1004856,female,Ms.,Nantwich,Cheshire,England,Choke setter,Motorola,Android OS,Red Essentials,Post-Pay,DD,24,50.602,0.601799235,0.011569454,344.332,399.249,2429.737,25,0
1004857,male,Mr.,Nantwich,Cheshire,England,Rolling machine tender,Motorola,Android OS,Red,Post-Pay,DD,24,36.033,1.032552536,0.028573992,82.4836,140.327,663.9098,26,0
1004858,female,Ms.,Falkirk,Falkirk,Scotland,Occupational health nurse,Samsung,Android OS,Red,Post-Pay,DD,24,36.172,1.170843424,0.032297819,106.421,121.613,674.2254,30,0
1004859,female,Ms.,Winslow,Buckinghamshire,England,Credit clerk,Apple,iOS,Red Essentials Premium,Post-Pay,CC,18,75.623,10.62448849,0.138969011,652.428,721.883,6489.534,54,0
1004860,male,Mr.,Lockerbie,Dumfries and Galloway,Scotland,Radiation protection technician,Samsung,Android OS,Red Essentials Premium,Post-Pay,DD,18,69.42,4.41921735,0.063659138,339.119,419.782,3364.184,28,1
1004861,male,Dr.,Pitcoudie,Fife,Scotland,Administrative support manager,Samsung,Android OS,Red Essentials Premium,Post-Pay,DD,18,79.091,14.09164322,0.176356764,492.132,727.424,8253.999,16,0
1004863,male,Mr.,Falkirk,Falkirk,Scotland,Appellate court judge,HTC,Android OS,Red Essentials,Post-Pay,CC,24,61.501,11.50066219,0.184605725,349.126,505.674,4375.408,31,1
1004864,male,Mr.,High Wycombe,Buckinghamshire,England,Social and human service assistant,ZTE,Android OS,Red Essentials Premium,Post-Pay,DD,18,66.183,1.18249183,0.016651373,350.587,488.612,5495.834,49,0
1004865,female,Ms.,Westhill,Aberdeenshire,Scotland,Tool sharpener,Nokia,Symbian OS ,Red Premium,Post-Pay,DD,18,46.59,1.590006999,0.033664412,218.778,287.658,1102.431,53,0
1004866,female,Ms.,Glenrothes,Fife,Scotland,Local truck driver,Nokia,Proprietary,Red Essentials Premium,Post-Pay,CC,18,71.463,6.463185722,0.088517932,653.414,905.88,5472.918,24,0
1004867,male,Mr.,Monreith,Dumfries and Galloway,Scotland,Publication assistant,Google,Android OS,Red Essentials,Post-Pay,DD,24,55.878,5.877412639,0.103364247,330.687,486.384,4137.591,44,0
1004868,male,Mr.,Newlyn,Cornwall,England,Claims adjuster,Samsung,Proprietary,Red Premium,Post-Pay,DD,18,45.948,0.948831653,0.019457319,113.419,171.481,821.6313,27,1
1004870,male,Mr.,Poynton with Worth,Cheshire,England,Job printer,Samsung,Android OS,Red Essentials Premium,Post-Pay,CC,18,92.89,27.89023668,0.296354863,514.541,754.464,8507.12,29,1
